ID,brand,Origin of brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,seats,selling_price
1763,Mahindra,Asian,4,55000,Individual,Diesel,Manual,16.36,2179,7,1450000
1764,Toyota,Asian,9,133342,Dealer,Diesel,Automatic,11.5,2982,7,1450000
1765,Toyota,Asian,8,30000,Dealer,Diesel,Manual,12.55,2982,7,1450000
1766,Toyota,Asian,3,58000,Dealer,Diesel,Manual,13.68,2393,8,1450000
1767,Mercedes-Benz,European,7,4900,Dealer,Diesel,Automatic,20,2143,5,1450000
1768,BMW,European,11,93800,Dealer,Diesel,Automatic,16.73,2993,5,1450000
1769,Mahindra,Asian,3,50000,Individual,Diesel,Manual,16.36,2179,7,1450000
1770,Mitsubishi,Asian,6,100000,Dealer,Diesel,Automatic,13.5,2477,7,1450000
1771,Audi,European,7,50000,Dealer,Diesel,Automatic,17.11,1968,5,1450000
1772,Kia,Asian,1,8000,Dealer,Diesel,Manual,20.8,1493,5,1450000
1773,Jeep,American,2,28000,Dealer,Petrol,Manual,16,1368,5,1450000
1774,Audi,European,7,85000,Dealer,Diesel,Automatic,17.11,1968,5,1450000
1775,Honda,Asian,5,62000,Dealer,Petrol,Automatic,14.4,1997,5,1450000
1776,Toyota,Asian,4,52000,Dealer,Diesel,Manual,13.68,2393,7,1450000
1777,Jeep,American,3,34000,Dealer,Petrol,Automatic,16,1368,5,1450000
1778,Toyota,Asian,4,54000,Dealer,Diesel,Manual,13.68,2393,7,1450000
1779,Toyota,Asian,4,71000,Dealer,Petrol,Automatic,14.28,1798,5,1450000
1780,Toyota,Asian,4,68000,Dealer,Diesel,Automatic,11.36,2755,7,1450000
1781,Toyota,Asian,4,70000,Individual,Diesel,Manual,13.68,2393,7,1450000
1782,Mercedes-Benz,European,6,26000,Dealer,Diesel,Automatic,19.27,2143,5,1450000
1783,Toyota,Asian,4,55000,Dealer,Diesel,Manual,13.68,2393,7,1450000
1784,Mercedes-Benz,European,7,75000,Dealer,Diesel,Automatic,11.78,2143,5,1450000
1785,Audi,European,8,48000,Dealer,Petrol,Automatic,17.84,1395,5,1450000
1786,Toyota,Asian,4,27000,Dealer,Diesel,Manual,13.68,2393,7,1450000
1787,Toyota,Asian,4,63000,Dealer,Diesel,Automatic,11.36,2755,7,1450000
1788,Toyota,Asian,4,61000,Dealer,Diesel,Automatic,11.36,2755,7,1450000
1789,Jaguar,European,8,45000,Dealer,Diesel,Automatic,14.74,2993,5,1450000
1790,Honda,Asian,5,60000,Dealer,Petrol,Automatic,12,2354,5,1450000
1791,Toyota,Asian,6,120000,Dealer,Diesel,Manual,12.99,2494,8,1450000
1792,Mercedes-Benz,European,8,41000,Dealer,Diesel,Automatic,10,2143,5,1450000
1793,BMW,European,10,60000,Dealer,Diesel,Automatic,16.73,2993,5,1450000
1794,Toyota,Asian,8,127000,Dealer,Diesel,Manual,11.5,2982,7,1450000
1795,Mahindra,Asian,2,50000,Individual,Diesel,Manual,17.3,1497,8,1450000
1796,Land Rover,European,9,66000,Dealer,Diesel,Automatic,12.35,2179,5,1450000
1797,Mercedes-Benz,European,9,77000,Dealer,Diesel,Automatic,14.84,2143,5,1450000
1798,Audi,European,7,58000,Dealer,Diesel,Automatic,15.73,1968,5,1450000
1799,Toyota,Asian,5,57000,Dealer,Petrol,Manual,11.4,1998,7,1450000
1800,Nissan,Asian,2,6200,Individual,Diesel,Manual,19.39,1461,5,1450000
1801,Tata,Asian,4,21000,Individual,Diesel,Automatic,17.6,2179,7,1450000
1802,Mercedes-Benz,European,10,50000,Dealer,Diesel,Automatic,14.21,2143,5,1450000
1803,Audi,European,8,59654,Dealer,Diesel,Automatic,17.68,1968,5,1449000
1804,Toyota,Asian,7,95000,Dealer,Diesel,Automatic,12.55,2982,7,1449000
1805,Mitsubishi,Asian,6,97000,Dealer,Diesel,Automatic,13.5,2477,7,1445000
1806,Toyota,Asian,3,7000,Dealer,Petrol,Automatic,14.28,1798,5,1445000
1807,Toyota,Asian,4,61000,Dealer,Diesel,Automatic,11.36,2755,7,1445000
1808,Toyota,Asian,8,170000,Dealer,Diesel,Automatic,12.55,2982,7,1435000
1809,Mercedes-Benz,European,6,26000,Dealer,Petrol,Automatic,11.9,1595,5,1435000
1810,Mercedes-Benz,European,7,48000,Dealer,Diesel,Automatic,11.78,2143,5,1431000
1811,Toyota,Asian,4,65000,Dealer,Diesel,Automatic,11.36,2755,7,1430000
1812,Jeep,American,2,29000,Dealer,Petrol,Manual,16,1368,5,1430000
1813,Toyota,Asian,4,53400,Dealer,Petrol,Manual,11.25,2694,7,1427000
1814,Mercedes-Benz,European,7,65000,Dealer,Diesel,Automatic,19.27,2143,5,1425000
1815,Toyota,Asian,4,136226,Dealer,Diesel,Automatic,11.36,2755,7,1425000
1816,Toyota,Asian,9,102000,Dealer,Diesel,Automatic,12.55,2982,7,1425000
1817,Skoda,European,6,35000,Individual,Diesel,Automatic,19.3,1968,5,1425000
1818,Audi,European,8,104000,Dealer,Diesel,Automatic,15.73,1968,5,1425000
1819,Tata,Asian,2,15000,Individual,Diesel,Manual,17.6,2179,7,1425000
1820,BMW,European,6,30000,Individual,Diesel,Automatic,20.58,1995,5,1425000
1821,Mahindra,Asian,3,6345,Dealer,Diesel,Manual,16.36,2179,7,1425000
1822,Mercedes-Benz,European,7,82000,Dealer,Diesel,Automatic,11.78,2143,5,1425000
1823,Kia,Asian,2,6000,Dealer,Petrol,Manual,16.8,1497,5,1425000
1824,Hyundai,Asian,7,54000,Dealer,Diesel,Automatic,13.01,2199,7,1425000
1825,Audi,European,8,66000,Dealer,Diesel,Automatic,17.32,1968,5,1424000
1826,Hyundai,Asian,3,65000,Dealer,Diesel,Automatic,17.01,1582,5,1421000
1827,Tata,Asian,3,30000,Individual,Diesel,Manual,17.6,2179,7,1400000
1828,Tata,Asian,3,60000,Individual,Diesel,Manual,17.6,2179,7,1400000
1829,Mercedes-Benz,European,9,86500,Dealer,Diesel,Automatic,14.21,2143,5,1400000
1830,Mahindra,Asian,6,25000,Individual,Diesel,Manual,16,2179,7,1400000
1831,Mahindra,Asian,5,120000,Individual,Diesel,Automatic,16,2179,7,1400000
1832,Mercedes-Benz,European,6,83000,Dealer,Diesel,Automatic,15,2143,5,1400000
1833,Toyota,Asian,5,119000,Dealer,Diesel,Manual,13.68,2393,7,1400000
1834,Mercedes-Benz,European,8,89172,Dealer,Diesel,Automatic,19.27,2143,5,1400000
1835,Honda,Asian,2,25000,Individual,Petrol,Automatic,18,1497,5,1400000
1836,Toyota,Asian,9,150000,Dealer,Diesel,Automatic,11.5,2982,7,1400000
1837,Toyota,Asian,3,26867,Dealer,Petrol,Automatic,14.28,1798,5,1400000
1838,Hyundai,Asian,7,85081,Dealer,Diesel,Automatic,13.01,2199,7,1400000
1839,Mahindra,Asian,6,60000,Individual,Diesel,Automatic,16,2179,7,1400000
1840,Honda,Asian,2,2600,Dealer,Petrol,Automatic,17.4,1497,5,1400000
1841,Tata,Asian,3,40000,Dealer,Diesel,Automatic,17.6,2179,7,1400000
1842,Mitsubishi,Asian,7,37000,Dealer,Diesel,Manual,13.5,2477,7,1400000
1843,Toyota,Asian,9,74896,Dealer,Diesel,Manual,12.55,2982,7,1400000
1844,Toyota,Asian,9,147550,Dealer,Diesel,Manual,13,2982,7,1400000
1845,Mahindra,Asian,3,10000,Individual,Diesel,Automatic,16,2179,7,1400000
1846,Mercedes-Benz,European,9,72000,Dealer,Diesel,Automatic,14.84,2143,5,1400000
1847,Mahindra,Asian,2,18000,Individual,Diesel,Manual,15.1,2179,7,1400000
1848,Volvo,European,9,124000,Dealer,Diesel,Automatic,14.7,1985,5,1400000
1849,Mercedes-Benz,European,8,54000,Dealer,Diesel,Automatic,19.7,2143,5,1400000
1850,Toyota,Asian,9,120000,Individual,Diesel,Manual,12.55,2982,7,1400000
1851,Toyota,Asian,9,60000,Individual,Diesel,Manual,12.55,2982,7,1400000
1852,Toyota,Asian,8,189000,Individual,Diesel,Manual,13,2982,7,1400000
1853,Mahindra,Asian,3,40000,Individual,Diesel,Automatic,16,2179,7,1400000
1854,Audi,European,11,41000,Dealer,Petrol,Automatic,9.74,1984,5,1400000
1855,BMW,European,7,18500,Dealer,Diesel,Automatic,18.88,1995,5,1400000
1856,Hyundai,Asian,6,150000,Individual,Diesel,Automatic,13.01,2199,7,1400000
1857,Toyota,Asian,8,52000,Individual,Diesel,Manual,12.55,2982,7,1400000
1858,Audi,European,8,67584,Dealer,Diesel,Automatic,15.73,1968,5,1400000
1859,Mahindra,Asian,4,36000,Dealer,Diesel,Automatic,16,1997,7,1400000
1860,Toyota,Asian,6,30000,Individual,Petrol,Manual,14.28,1798,5,1400000
1861,Kia,Asian,2,15000,Individual,Petrol,Automatic,16.8,1497,5,1400000
1862,Toyota,Asian,6,50000,Individual,Diesel,Manual,12.99,2494,8,1400000
1863,Audi,European,8,52000,Dealer,Petrol,Automatic,15.64,1798,5,1400000
1864,Audi,European,9,80000,Dealer,Diesel,Automatic,17.11,1968,5,1400000
1865,Tata,Asian,3,44000,Dealer,Diesel,Automatic,17.6,2179,7,1400000
1866,Tata,Asian,3,69000,Dealer,Diesel,Automatic,17.6,2179,7,1400000
1867,Toyota,Asian,6,160000,Individual,Diesel,Manual,12.99,2494,7,1400000
1868,Skoda,European,4,22000,Dealer,Petrol,Automatic,14.7,1798,5,1399000
1869,BMW,European,11,21000,Dealer,Petrol,Automatic,10.8,2497,5,1399000
1870,Skoda,European,6,99000,Dealer,Diesel,Automatic,19.3,1968,5,1399000
1871,Volvo,European,7,73000,Dealer,Diesel,Automatic,9,1984,5,1399000
1872,Skoda,European,4,31001,Dealer,Diesel,Automatic,19.5,1968,5,1399000
1873,BMW,European,8,38132,Dealer,Diesel,Automatic,18.88,1995,5,1399000
1874,Audi,European,10,69000,Dealer,Diesel,Automatic,14.16,1968,5,1399000
1875,Toyota,Asian,9,70000,Dealer,Diesel,Manual,11.5,2982,7,1399000
1876,Mitsubishi,Asian,6,59000,Dealer,Diesel,Automatic,13.5,2477,7,1399000
1877,Skoda,European,4,31111,Dealer,Diesel,Automatic,19.5,1968,5,1399000
1878,Mahindra,Asian,4,35000,Dealer,Diesel,Manual,16,2179,7,1395000
1879,Chevrolet,American,4,42000,Dealer,Diesel,Automatic,11.45,2776,7,1395000
1880,Hyundai,Asian,5,27000,Dealer,Diesel,Automatic,19.5,1582,5,1395000
1881,Mercedes-Benz,European,9,48900,Dealer,Diesel,Automatic,14.84,2143,5,1395000
1882,Mercedes-Benz,European,8,97500,Dealer,Petrol,Automatic,14.8,1595,5,1395000
1883,BMW,European,8,110000,Dealer,Diesel,Automatic,16.09,1995,5,1390000
1884,Hyundai,Asian,6,71000,Dealer,Diesel,Automatic,13.01,2199,7,1390000
1885,Hyundai,Asian,3,49000,Dealer,Diesel,Manual,20.5,1582,5,1390000
1886,Mercedes-Benz,European,8,79000,Dealer,Diesel,Automatic,13,2143,5,1390000
1887,Toyota,Asian,4,57000,Dealer,Diesel,Manual,13.68,2393,7,1390000
1888,Audi,European,8,45000,Dealer,Diesel,Automatic,17.68,1968,5,1390000
1889,Hyundai,Asian,7,92000,Dealer,Diesel,Automatic,13.01,2199,7,1390000
1890,Mercedes-Benz,European,8,35400,Dealer,Diesel,Automatic,14.84,2143,5,1385000
1891,Hyundai,Asian,2,23150,Dealer,Diesel,Automatic,19.08,1582,5,1385000
1892,Mahindra,Asian,2,17500,Dealer,Diesel,Manual,15.1,2179,7,1385000
1893,Mercedes-Benz,European,11,147500,Dealer,Diesel,Automatic,13.5,2987,5,1385000
1894,Mercedes-Benz,European,6,80000,Dealer,Diesel,Automatic,14.8,2143,5,1381000
1895,Toyota,Asian,5,40000,Individual,Diesel,Manual,13.68,2393,8,1380000
1896,Tata,Asian,2,34293,Dealer,Diesel,Manual,17.6,2179,7,1380000
1897,Toyota,Asian,4,70000,Individual,Diesel,Manual,13.68,2393,8,1380000
1898,Audi,European,9,45500,Dealer,Diesel,Automatic,18.53,1968,5,1380000
1899,Mercedes-Benz,European,8,39000,Dealer,Diesel,Automatic,14.84,2143,5,1375000
1900,Hyundai,Asian,5,32000,Dealer,Diesel,Automatic,18.23,1582,5,1375000
1901,Hyundai,Asian,2,22000,Dealer,Diesel,Automatic,22,1582,5,1375000
1902,BMW,European,8,39800,Dealer,Diesel,Automatic,20.58,1995,5,1375000
1903,Hyundai,Asian,3,34000,Dealer,Petrol,Automatic,14.62,1999,5,1375000
1904,Audi,European,8,35000,Dealer,Diesel,Automatic,17.11,1968,5,1375000
1905,Mahindra,Asian,3,15001,Dealer,Diesel,Manual,17.3,1497,7,1375000
1906,Audi,European,9,76000,Dealer,Diesel,Automatic,16.55,1968,5,1375000
1907,BMW,European,8,90000,Dealer,Diesel,Automatic,18.88,1995,5,1375000
1908,Toyota,Asian,5,38000,Dealer,Petrol,Automatic,14.28,1798,5,1375000
1909,Toyota,Asian,6,78000,Dealer,Diesel,Manual,12.8,2494,8,1375000
1910,Mahindra,Asian,4,62000,Dealer,Diesel,Manual,16,1997,7,1375000
1911,BMW,European,11,96714,Dealer,Diesel,Automatic,11,2993,5,1375000
1912,Toyota,Asian,8,107030,Dealer,Diesel,Manual,13,2982,7,1375000
1913,Toyota,Asian,8,140305,Dealer,Diesel,Manual,11.5,2982,7,1375000
1914,Toyota,Asian,5,50000,Dealer,Diesel,Manual,13.68,2393,7,1375000
1915,Audi,European,9,36000,Dealer,Diesel,Automatic,17.68,1968,5,1375000
1916,Honda,Asian,6,80000,Dealer,Petrol,Automatic,13.7,1997,5,1375000
1917,Toyota,Asian,4,65000,Dealer,Diesel,Manual,13.68,2393,7,1375000
1918,Toyota,Asian,4,43000,Individual,Diesel,Manual,13.68,2393,7,1375000
1919,Honda,Asian,6,44089,Dealer,Petrol,Automatic,13.1,1997,5,1370000
1920,Hyundai,Asian,4,53958,Dealer,Diesel,Automatic,18.23,1582,5,1370000
1921,Tata,Asian,3,44489,Dealer,Diesel,Automatic,17.6,2179,7,1365000
1922,Mercedes-Benz,European,7,66000,Dealer,Diesel,Automatic,19.27,2143,5,1365000
1923,Jeep,American,4,59500,Dealer,Diesel,Manual,17.1,1956,5,1365000
1924,Toyota,Asian,4,68000,Dealer,Diesel,Manual,13.68,2393,8,1360000
1925,Hyundai,Asian,3,65411,Dealer,Diesel,Manual,19.67,1582,5,1360000
1926,Hyundai,Asian,2,65972,Individual,Diesel,Manual,20.5,1582,5,1360000
1927,BMW,European,8,42000,Dealer,Diesel,Automatic,18.88,1995,5,1355000
1928,Hyundai,Asian,7,65345,Dealer,Diesel,Automatic,13.01,2199,7,1351000
1929,Hyundai,Asian,5,29000,Dealer,Diesel,Automatic,19.5,1582,5,1351000
1930,Mahindra,Asian,4,11000,Dealer,Diesel,Manual,15.4,1997,7,1351000
1931,Kia,Asian,2,14000,Dealer,Diesel,Manual,20.8,1493,5,1350000
1932,Toyota,Asian,3,80000,Individual,Diesel,Manual,13.68,2393,8,1350000
1933,Toyota,Asian,5,186000,Dealer,Diesel,Automatic,11.36,2755,7,1350000
1934,Audi,European,10,53343,Dealer,Diesel,Automatic,12.8,1968,5,1350000
1935,Hyundai,Asian,3,24000,Dealer,Diesel,Automatic,17.6,1582,5,1350000
1936,Honda,Asian,5,84000,Dealer,Petrol,Automatic,13.1,1997,5,1350000
1937,Toyota,Asian,8,168000,Dealer,Diesel,Automatic,12.55,2982,7,1350000
1938,Mercedes-Benz,European,9,33999,Dealer,Petrol,Manual,12.3,1796,5,1350000
1939,BMW,European,8,102007,Dealer,Diesel,Automatic,20.68,1995,5,1350000
1940,Mahindra,Asian,5,42485,Dealer,Diesel,Manual,16,2179,7,1350000
1941,Hyundai,Asian,1,15000,Individual,Diesel,Manual,22.1,1396,5,1350000
1942,Mercedes-Benz,European,7,70000,Individual,Diesel,Automatic,14.84,2143,5,1350000
1943,Hyundai,Asian,2,31700,Individual,Diesel,Manual,19.67,1582,5,1350000
1944,Mahindra,Asian,6,87000,Dealer,Diesel,Manual,16,2179,7,1350000
1945,Hyundai,Asian,2,5000,Individual,Petrol,Automatic,14.8,1591,5,1350000
1946,Audi,European,9,64705,Dealer,Diesel,Automatic,16.55,1968,5,1350000
1947,BMW,European,6,28000,Dealer,Diesel,Automatic,20.58,1995,5,1350000
1948,Mercedes-Benz,European,11,94000,Dealer,Diesel,Automatic,14.21,2143,5,1350000
1949,BMW,European,9,70000,Dealer,Diesel,Automatic,17.05,1995,5,1350000
1950,Isuzu,Asian,5,90000,Dealer,Diesel,Automatic,12.08,2999,7,1350000
1951,Hyundai,Asian,3,22000,Dealer,Petrol,Automatic,14.8,1591,5,1350000
1952,Mitsubishi,Asian,7,130000,Dealer,Diesel,Manual,13.5,2477,7,1350000
1953,BMW,European,12,89791,Dealer,Diesel,Automatic,16.55,2993,5,1350000
1954,Hyundai,Asian,4,60369,Dealer,Diesel,Automatic,17.01,1582,5,1350000
1955,Honda,Asian,2,13620,Dealer,Petrol,Manual,17.14,1497,5,1350000
1956,Mahindra,Asian,3,50000,Individual,Diesel,Manual,15.1,2179,7,1350000
1957,Hyundai,Asian,7,47000,Dealer,Diesel,Automatic,13.01,2199,7,1350000
1958,Hyundai,Asian,3,17000,Individual,Petrol,Manual,15.8,1591,5,1350000
1959,Mercedes-Benz,European,10,10948,Dealer,Diesel,Automatic,14.84,2143,5,1350000
1960,Hyundai,Asian,3,73185,Dealer,Diesel,Manual,19.67,1582,5,1350000
1961,Hyundai,Asian,8,105839,Dealer,Diesel,Manual,14.66,2199,7,1350000
1962,Mahindra,Asian,2,35000,Individual,Diesel,Manual,16.36,2179,7,1350000
1963,Hyundai,Asian,3,105692,Dealer,Diesel,Manual,19.67,1582,5,1350000
1964,Mahindra,Asian,4,20000,Individual,Diesel,Automatic,16,1997,7,1350000
1965,Audi,European,8,53000,Dealer,Diesel,Automatic,15.73,1968,5,1350000
1966,Audi,European,8,43000,Dealer,Diesel,Automatic,16.55,1968,5,1350000
1967,Honda,Asian,2,10000,Dealer,Petrol,Automatic,18,1497,5,1350000
1968,Mercedes-Benz,European,12,51000,Individual,Petrol,Automatic,10.13,3498,5,1350000
1969,Honda,Asian,2,12000,Dealer,Petrol,Automatic,17.4,1497,5,1350000
1970,BMW,European,9,69000,Dealer,Diesel,Automatic,18.48,1995,5,1350000
1971,Mercedes-Benz,European,6,48000,Dealer,Petrol,Automatic,15.5,1595,5,1350000
1972,Audi,European,8,75000,Dealer,Diesel,Automatic,17.11,1968,5,1350000
1973,Mahindra,Asian,4,50000,Dealer,Diesel,Manual,16,2179,7,1350000
1974,Toyota,Asian,4,43000,Dealer,Petrol,Automatic,14.28,1798,5,1350000
1975,Toyota,Asian,4,68000,Dealer,Diesel,Manual,13.68,2393,8,1350000
1976,Honda,Asian,2,10000,Dealer,Petrol,Automatic,17.4,1497,5,1350000
1977,Toyota,Asian,4,67500,Dealer,Diesel,Manual,13.68,2393,8,1350000
1978,BMW,European,9,69000,Dealer,Diesel,Automatic,19.62,1998,5,1350000
1979,Mercedes-Benz,European,8,30000,Dealer,Petrol,Manual,12.3,1796,5,1350000
1980,Audi,European,10,68000,Dealer,Petrol,Automatic,10.8,1984,5,1350000
1981,Mercedes-Benz,European,9,1325000,Dealer,Diesel,Automatic,11.5,2987,5,1350000
1982,Audi,European,7,98300,Dealer,Diesel,Automatic,17.11,1968,5,1350000
1983,BMW,European,9,60000,Individual,Diesel,Automatic,16.09,1995,5,1350000
1984,Mahindra,Asian,3,47000,Dealer,Diesel,Manual,16.36,2179,7,1350000
1985,Tata,Asian,4,41723,Dealer,Diesel,Manual,17.6,2179,7,1350000
1986,Mahindra,Asian,4,54212,Dealer,Diesel,Manual,16,2179,7,1350000
1987,Toyota,Asian,6,225000,Individual,Diesel,Manual,12.99,2494,7,1350000
1988,Mercedes-Benz,European,10,22800,Dealer,Petrol,Automatic,11.74,1796,5,1350000
1989,Tata,Asian,4,60000,Individual,Diesel,Automatic,17.6,2179,7,1350000
1990,Audi,European,8,58000,Dealer,Diesel,Automatic,15.2,1968,5,1350000
1991,Audi,European,7,80000,Dealer,Diesel,Automatic,16.55,1968,5,1350000
1992,Mercedes-Benz,European,7,60004,Dealer,Diesel,Automatic,19.27,2143,5,1349000
1993,Audi,European,8,33000,Dealer,Diesel,Automatic,17.11,1968,5,1349000
1994,Mercedes-Benz,European,8,39000,Dealer,Diesel,Automatic,19.27,2143,5,1349000
1995,Mercedes-Benz,European,9,50000,Dealer,Petrol,Manual,12.3,1796,5,1349000
1996,Mahindra,Asian,4,62000,Dealer,Diesel,Manual,16,2179,7,1345000
1997,BMW,European,9,61000,Dealer,Diesel,Automatic,18.88,1995,5,1345000
1998,Audi,European,9,68370,Dealer,Diesel,Automatic,17.11,1968,5,1345000
1999,Toyota,Asian,6,86000,Dealer,Diesel,Manual,12.8,2494,7,1345000
2000,BMW,European,7,65180,Dealer,Diesel,Automatic,15.06,1995,5,1345000
2001,Hyundai,Asian,4,18000,Dealer,Diesel,Automatic,17.01,1582,5,1345000
2002,Audi,European,9,68370,Dealer,Diesel,Automatic,17.11,1968,5,1345000
2003,Hyundai,Asian,4,68000,Dealer,Diesel,Automatic,17.6,1582,5,1340000
2004,Toyota,Asian,9,104446,Dealer,Diesel,Manual,12.55,2982,7,1340000
2005,Audi,European,10,55000,Dealer,Petrol,Automatic,10.4,2773,5,1340000
2006,Jeep,American,3,17500,Dealer,Petrol,Manual,16,1368,5,1335000
2007,Mahindra,Asian,2,33000,Dealer,Diesel,Manual,17.3,1497,8,1335000
2008,Hyundai,Asian,4,17550,Dealer,Diesel,Manual,19.67,1582,5,1335000
2009,Hyundai,Asian,3,35000,Individual,Diesel,Manual,19.67,1582,5,1330000
2010,Tata,Asian,4,30000,Individual,Diesel,Manual,17.6,2179,7,1330000
2011,Toyota,Asian,5,45000,Dealer,Diesel,Manual,21.43,1364,5,1325000
2012,Mini,European,9,67000,Dealer,Petrol,Automatic,17.33,1998,4,1325000
2013,Mahindra,Asian,3,21000,Dealer,Diesel,Manual,15.1,2179,7,1325000
2014,Mercedes-Benz,European,10,88002,Dealer,Diesel,Automatic,15.8,2143,5,1325000
2015,Jeep,American,3,9800,Dealer,Petrol,Manual,16,1368,5,1325000
2016,Toyota,Asian,5,35000,Dealer,Petrol,Automatic,14.28,1798,5,1325000
2017,Toyota,Asian,7,70873,Dealer,Diesel,Manual,12.99,2494,7,1325000
2018,Hyundai,Asian,4,52300,Dealer,Diesel,Automatic,17.01,1582,5,1325000
2019,Audi,European,10,130000,Dealer,Diesel,Automatic,16.55,1968,5,1325000
2020,Mercedes-Benz,European,7,38500,Dealer,Diesel,Automatic,14.8,2143,5,1325000
2021,Audi,European,9,43000,Dealer,Diesel,Automatic,17.68,1968,5,1325000
2022,Audi,European,9,44000,Dealer,Diesel,Automatic,17.68,1968,5,1325000
2023,Hyundai,Asian,2,9100,Dealer,Diesel,Manual,22,1582,5,1325000
2024,Mercedes-Benz,European,11,102000,Dealer,Diesel,Automatic,14,2987,5,1325000
2025,Volkswagen,European,9,45834,Dealer,Diesel,Automatic,18.33,1968,5,1325000
2026,Toyota,Asian,9,148400,Dealer,Diesel,Automatic,12.55,2982,7,1325000
2027,Mahindra,Asian,3,40000,Individual,Diesel,Manual,16,2179,7,1321000
2028,Mahindra,Asian,6,67067,Dealer,Diesel,Manual,16,1997,7,1320000
2029,Toyota,Asian,5,11000,Dealer,Diesel,Manual,21.43,1364,5,1315000
2030,Hyundai,Asian,3,19000,Individual,Diesel,Manual,20.5,1582,5,1310000
2031,Toyota,Asian,5,11000,Dealer,Diesel,Manual,21.43,1364,5,1310000
2032,Kia,Asian,2,7000,Individual,Petrol,Manual,16.1,1353,5,1300000
2033,Mahindra,Asian,3,50000,Individual,Diesel,Automatic,15.1,2179,7,1300000
2034,Toyota,Asian,8,65000,Dealer,Diesel,Manual,13,2982,7,1300000
2035,Toyota,Asian,5,52000,Dealer,Petrol,Manual,11.25,2694,7,1300000
2036,Hyundai,Asian,3,35000,Individual,Diesel,Manual,20.5,1582,5,1300000
2037,Toyota,Asian,9,100000,Individual,Diesel,Automatic,11.5,2982,7,1300000
2038,Hyundai,Asian,3,70000,Individual,Diesel,Manual,20.5,1582,5,1300000
2039,Mahindra,Asian,6,110000,Individual,Diesel,Manual,16,2179,7,1300000
2040,Mahindra,Asian,5,49000,Dealer,Diesel,Automatic,16,2179,7,1300000
2041,Audi,European,9,85250,Dealer,Diesel,Automatic,16.55,1968,5,1300000
2042,Audi,European,10,70000,Dealer,Diesel,Automatic,12.8,1968,5,1300000
2043,Mitsubishi,Asian,8,91001,Dealer,Diesel,Manual,13.5,2477,7,1300000
2044,Mahindra,Asian,4,43000,Individual,Diesel,Manual,16,2179,7,1300000
2045,Toyota,Asian,3,30000,Individual,Petrol,Automatic,17.8,1496,5,1300000
2046,Hyundai,Asian,6,89258,Dealer,Diesel,Automatic,13.01,2199,7,1300000
2047,Mahindra,Asian,5,129615,Dealer,Diesel,Manual,16,2179,7,1300000
2048,Tata,Asian,3,50000,Individual,Diesel,Manual,17.6,2179,7,1300000
2049,Honda,Asian,3,25000,Individual,Petrol,Automatic,18,1497,5,1300000
2050,Tata,Asian,4,78000,Individual,Diesel,Manual,17.6,2179,7,1300000
2051,Hyundai,Asian,2,15000,Individual,Diesel,Automatic,17.6,1582,5,1300000
2052,Audi,European,8,70000,Individual,Diesel,Automatic,15.73,1968,5,1300000
2053,Mahindra,Asian,3,18000,Dealer,Diesel,Automatic,16,2179,7,1300000
2054,Toyota,Asian,8,60000,Individual,Diesel,Automatic,11.5,2982,7,1300000
2055,Mercedes-Benz,European,9,65000,Dealer,Diesel,Automatic,14.21,2143,5,1300000
2056,Toyota,Asian,7,143000,Individual,Diesel,Manual,13,2982,7,1300000
2057,Mahindra,Asian,4,50000,Dealer,Diesel,Manual,16,2179,7,1300000
2058,Toyota,Asian,5,92000,Dealer,Diesel,Manual,13.68,2393,7,1300000
2059,Toyota,Asian,5,82000,Dealer,Diesel,Manual,13.68,2393,7,1300000
2060,Mahindra,Asian,4,74000,Dealer,Diesel,Manual,16,2179,7,1300000
2061,Mercedes-Benz,European,6,70000,Individual,Petrol,Automatic,11.9,1595,5,1300000
2062,Mahindra,Asian,4,48800,Individual,Diesel,Automatic,16,2179,7,1300000
